year,player_id,player_name,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,max_rank
2015,201421,Ana Ivanovic,3.724137931034482,5.379310344827586,74.51724137931035,46.10344827586207,30.655172413793103,13.724137931034482,11.689655172413794,5.103448275862069,8.862068965517242,5.0
2015,201423,Yvonne Meusburger,0.0,8.0,51.0,34.0,17.0,2.0,8.0,2.0,8.0,87.0
2015,201424,Shahar Peer,0.75,3.25,62.25,39.5,20.5,10.25,10.5,2.25,7.75,113.0
2015,201425,Lucie Safarova,5.404761904761905,3.452380952380953,73.5952380952381,47.523809523809526,33.642857142857146,13.976190476190476,11.61904761904762,3.857142857142857,6.357142857142857,5.0
2015,201426,Pauline Parmentier,2.75,5.75,69.25,39.875,23.125,15.0,11.0,5.125,10.375,79.0
2015,201427,Alize Cornet,1.7692307692307692,6.051282051282051,69.46153846153847,45.7948717948718,28.35897435897436,11.461538461538462,11.128205128205128,4.846153846153846,9.282051282051285,18.0
2015,201428,Mathilde Johansson,3.0,4.0,61.0,30.0,19.0,8.0,11.0,2.0,9.0,169.0
2015,201435,Kateryna Bondarenko,1.6153846153846154,5.615384615384615,72.76923076923077,50.53846153846154,32.0,10.692307692307692,10.846153846153848,6.153846153846154,10.0,79.0
2015,201440,Laura Pous Tio,0.0,2.0,73.0,47.0,24.0,16.0,12.0,3.0,8.0,170.0
2015,201442,Yung Jan Chan,5.0,9.0,84.0,55.0,37.0,6.0,12.0,5.0,9.0,171.0
2015,201443,Alexa Glatch,4.5,2.5,80.0,46.5,31.0,14.0,12.0,5.0,9.5,136.0
2015,201444,Su Wei Hsieh,1.4,3.0,79.0,48.2,28.2,16.2,12.0,5.8,10.6,93.0
2015,201447,Vania King,1.0,1.0,62.0,38.0,21.0,8.0,10.0,1.0,6.0,133.0
2015,201450,Tsvetana Pironkova,2.7857142857142856,2.142857142857143,74.71428571428571,43.92857142857143,26.928571428571427,14.25,11.5,4.25,8.892857142857142,37.0
2015,201452,Lourdes Dominguez Lino,0.625,1.75,68.625,49.25,27.75,9.375,11.0,4.75,9.625,90.0
2015,201455,Elena Vesnina,2.4705882352941178,3.882352941176471,67.3529411764706,45.0,28.764705882352946,10.470588235294118,10.647058823529411,3.941176470588236,7.764705882352941,62.0
2015,201456,Olga Savchuk,2.2,5.8,57.2,36.4,23.6,12.6,10.0,2.4,5.6,193.0
2015,201457,Jarmila Gajdosova,4.473684210526316,3.789473684210526,70.57894736842105,40.68421052631579,27.0,15.052631578947368,11.105263157894736,3.473684210526316,7.2105263157894735,47.0
2015,201458,Victoria Azarenka,2.121212121212121,4.090909090909091,63.81818181818182,45.90909090909091,30.21212121212121,8.787878787878787,9.848484848484848,4.151515151515151,7.0606060606060606,19.0
2015,201462,Alberta Brianti,2.0,1.0,60.0,37.0,17.0,12.0,10.0,2.0,7.0,175.0
2015,201465,Kirsten Flipkens,2.6,2.2,70.65,42.65,26.4,13.35,10.65,5.05,9.1,49.0
2015,201466,Kaia Kanepi,2.636363636363636,4.363636363636363,50.36363636363637,28.09090909090909,18.363636363636363,10.454545454545457,8.363636363636363,3.8181818181818175,7.363636363636363,46.0
2015,201468,Yaroslava Shvedova,3.842105263157895,4.2631578947368425,76.36842105263158,54.47368421052632,34.68421052631579,11.894736842105264,11.842105263157896,4.894736842105263,8.368421052631579,51.0
2015,201472,Romina Oprandi,2.5,2.5,77.0,48.5,29.0,12.5,10.0,7.5,11.5,104.0
2015,201474,Agnieszka Radwanska,2.609756097560976,1.4878048780487805,63.53658536585366,42.41463414634146,28.24390243902439,10.341463414634148,10.073170731707316,3.951219512195122,6.829268292682927,5.0
2015,201478,Varvara Lepchenko,1.92,2.92,71.28,50.28,29.0,10.8,10.72,4.48,8.6,29.0
2015,201481,Tamira Paszek,0.0,9.0,102.0,62.0,37.0,22.0,15.0,10.0,16.0,130.0
2015,201483,Madison Brengle,1.6538461538461535,1.8846153846153848,63.76923076923077,41.96153846153846,25.884615384615383,10.692307692307692,10.153846153846152,3.923076923076923,7.615384615384615,35.0
2015,201485,Alla Kudryavtseva,0.75,5.5,61.5,42.5,22.0,7.5,9.0,3.75,9.0,82.0
2015,201490,Timea Bacsinszky,1.96875,3.34375,72.5,49.0,30.125,12.6875,11.15625,4.25,7.875,10.0
2015,201492,Andrea Petkovic,1.4285714285714286,3.142857142857143,73.31428571428572,49.142857142857146,29.428571428571427,12.514285714285714,11.17142857142857,4.942857142857143,8.971428571428572,9.0
2015,201493,Angelique Kerber,1.2093023255813953,2.1627906976744184,68.02325581395348,48.48837209302326,30.48837209302325,9.69767441860465,10.55813953488372,4.441860465116279,7.883720930232558,7.0
2015,201495,Dominika Cibulkova,0.9,4.1,77.45,52.6,31.1,12.3,11.65,5.6,10.05,10.0
2015,201496,Caroline Wozniacki,1.8780487804878048,2.024390243902439,60.02439024390244,41.829268292682926,26.73170731707317,9.292682926829269,9.53658536585366,3.2195121951219514,6.073170731707317,4.0
2015,201498,Karin Knapp,2.264705882352941,4.029411764705882,68.17647058823529,44.35294117647059,27.47058823529412,11.852941176470589,10.529411764705882,4.5588235294117645,8.558823529411764,33.0
2015,201499,Anastasia Pavlyuchenkova,2.176470588235294,5.235294117647059,62.88235294117647,41.0,26.08823529411765,10.911764705882351,9.970588235294118,4.235294117647059,7.970588235294118,23.0
2015,201501,Olga Govortsova,1.0,3.6,69.5,46.6,27.6,11.1,10.8,5.1,9.7,63.0
2015,201504,Julia Goerges,4.576923076923077,2.6153846153846154,74.8076923076923,44.19230769230769,29.846153846153847,14.615384615384617,11.538461538461538,4.269230769230769,7.769230769230769,49.0
2015,201505,Kate Makarova,2.0625,1.59375,66.1875,44.09375,28.375,11.90625,10.28125,4.0625,6.875,8.0
2015,201506,Sara Errani,0.1,1.48,74.12,62.38,33.84,5.82,10.8,5.06,9.74,12.0
2015,201508,Petra Cetkovska,1.25,6.5,50.75,30.75,18.25,9.5,8.75,2.75,7.0,57.0
2015,201512,Monica Niculescu,1.0384615384615383,2.5384615384615383,71.34615384615384,50.57692307692308,29.96153846153846,10.153846153846152,11.076923076923077,4.730769230769231,9.038461538461538,36.0
2015,201513,Sabine Lisicki,5.848484848484849,5.454545454545454,71.66666666666667,44.96969696969697,30.63636363636364,13.303030303030305,11.151515151515152,4.333333333333333,7.727272727272727,18.0
2015,201514,Sorana Cirstea,1.25,3.75,65.5,41.75,26.5,10.5,10.5,5.25,9.75,90.0
2015,201516,Evgeniya Rodina,1.1111111111111112,4.222222222222222,70.83333333333333,48.27777777777778,29.666666666666668,10.27777777777778,10.5,6.277777777777778,10.5,84.0
2015,201517,Magdalena Rybarikova,3.44,2.68,66.2,40.36,26.64,13.24,10.36,4.44,7.64,45.0
2015,201518,Yanina Wickmayer,2.7142857142857144,4.714285714285714,73.71428571428571,47.85714285714285,30.19047619047619,12.0,11.142857142857142,5.809523809523809,10.047619047619047,41.0
2015,201520,Petra Kvitova,3.4814814814814814,4.037037037037037,70.25925925925925,44.81481481481482,31.11111111111111,12.703703703703704,11.185185185185183,4.333333333333333,7.296296296296297,2.0
2015,201521,Carla Suarez Navarro,0.8863636363636364,1.8409090909090908,67.45454545454545,46.20454545454545,27.795454545454547,10.545454545454543,10.545454545454543,4.204545454545454,8.090909090909092,8.0
2015,201523,Marina Erakovic,3.611111111111111,3.5,62.27777777777778,38.888888888888886,26.0,11.666666666666666,10.27777777777778,3.555555555555556,6.833333333333333,74.0
2015,201524,Urszula Radwanska,1.3333333333333333,2.6666666666666665,67.86666666666666,46.73333333333333,25.73333333333333,9.8,10.8,5.133333333333334,10.333333333333334,80.0
2015,201527,Stefanie Voegele,3.2142857142857144,2.071428571428572,71.07142857142857,42.85714285714285,25.714285714285715,12.214285714285714,10.285714285714286,5.428571428571429,9.785714285714286,89.0
2015,201531,Mariana Duque Marino,4.714285714285714,3.142857142857143,88.28571428571429,53.142857142857146,35.57142857142857,19.285714285714285,13.428571428571429,4.857142857142857,8.285714285714286,66.0
2015,201532,Anastasia Pivovarova,0.0,15.0,58.0,37.0,20.0,12.0,13.0,2.0,10.0,251.0
2015,201533,Shuai Zhang,1.6923076923076923,2.6923076923076925,70.6923076923077,48.23076923076923,28.615384615384617,10.538461538461538,10.76923076923077,4.846153846153846,9.153846153846152,61.0
2015,201535,Coco Vandeweghe,6.52,3.52,63.0,35.36,24.8,15.4,10.52,4.24,7.08,32.0
2015,201537,Patricia Mayr Achleitner,0.3333333333333333,3.6666666666666665,78.0,57.66666666666666,32.333333333333336,9.0,11.333333333333334,9.0,14.333333333333334,122.0
2015,201539,Christina Mchale,2.32,3.2,67.72,43.44,27.2,11.32,10.32,5.32,9.24,51.0
2015,201540,Kristina Mladenovic,4.641025641025641,3.435897435897436,71.41025641025641,42.61538461538461,28.743589743589745,14.948717948717947,11.17948717948718,4.256410256410256,7.589743589743589,27.0
2015,201541,Chanelle Scheepers,0.25,7.25,70.5,47.75,28.0,10.5,10.75,7.5,13.0,77.0
2015,201542,Olivia Rogowska,2.6666666666666665,3.6666666666666665,64.33333333333333,41.66666666666666,24.666666666666668,7.333333333333333,9.666666666666666,4.333333333333333,9.0,124.0
2015,201545,Anastasija Sevastova,1.8,2.4,77.2,45.0,27.8,15.2,11.6,5.4,10.4,110.0
2015,201547,Michelle Larcher De Brito,1.0,4.333333333333333,78.33333333333333,57.333333333333336,32.666666666666664,14.666666666666666,11.666666666666666,4.333333333333333,8.0,119.0
2015,201548,Ajla Tomljanovic,4.185185185185185,4.333333333333333,70.14814814814815,44.48148148148148,29.25925925925926,12.407407407407408,11.22222222222222,4.074074074074074,7.814814814814815,47.0
2015,201549,Petra Martic,4.166666666666667,5.333333333333333,55.16666666666666,31.0,19.83333333333333,10.0,9.166666666666666,4.666666666666667,9.333333333333334,125.0
2015,201551,Arantxa Rus,6.0,4.0,91.0,63.0,40.0,15.0,16.0,10.0,16.0,213.0
2015,201554,Vitalia Diatchenko,1.25,5.5,64.0,43.75,25.875,9.0,9.5,4.625,9.0,73.0
2015,201555,Polona Hercog,2.677419354838709,3.129032258064516,66.90322580645162,42.32258064516129,27.677419354838708,12.935483870967742,11.0,4.0,7.451612903225806,59.0
2015,201556,Lucie Hradecka,6.12,4.92,66.8,38.56,27.36,13.84,11.24,3.36,7.04,52.0
2015,201562,Silvia Soler Espinosa,1.2307692307692308,1.6923076923076923,62.84615384615385,40.92307692307692,22.153846153846157,11.23076923076923,9.307692307692308,4.769230769230769,8.923076923076923,62.0
2015,201567,Alexandra Dulgheru,0.7619047619047619,4.047619047619048,67.33333333333333,49.95238095238095,28.904761904761905,8.095238095238095,10.095238095238097,5.0,9.476190476190476,46.0
2015,201568,Kristina Kucova,0.0,5.25,88.5,60.75,34.75,14.0,13.5,9.0,15.25,116.0
2015,201573,Laura Robson,7.0,12.0,100.0,52.0,37.0,21.0,15.0,7.0,11.0,539.0
2015,201578,Kai Chen Chang,1.0,4.0,57.0,38.0,17.0,8.0,10.0,4.0,10.0,125.0
2015,201585,Sloane Stephens,2.324324324324324,2.45945945945946,64.64864864864865,40.21621621621622,25.89189189189189,13.64864864864865,10.08108108108108,4.405405405405405,7.324324324324325,28.0
2015,201586,Heather Watson,3.3181818181818183,3.5454545454545454,76.45454545454545,45.13636363636363,28.63636363636364,15.363636363636363,11.727272727272728,4.954545454545454,9.409090909090908,38.0
2015,201587,Bojana Jovanovski,1.6666666666666667,3.8333333333333335,71.66666666666667,46.77777777777778,27.05555555555556,11.166666666666666,10.833333333333334,5.277777777777778,10.5,51.0
2015,201588,Anna Tatishvili,1.4285714285714286,1.8571428571428568,57.285714285714285,39.71428571428572,24.0,8.285714285714286,9.285714285714286,3.857142857142857,7.285714285714286,100.0
2015,201590,Alison Riske Amritraj,1.4642857142857142,3.4642857142857144,66.53571428571429,46.035714285714285,27.25,10.785714285714286,10.321428571428571,4.678571428571429,8.678571428571429,40.0
2015,201593,Irina Camelia Begu,2.757575757575758,3.757575757575758,71.63636363636364,47.42424242424242,29.75757575757576,12.272727272727272,11.030303030303031,4.696969696969697,8.424242424242424,25.0
2015,201594,Simona Halep,2.1666666666666665,3.333333333333333,68.5952380952381,46.11904761904762,29.285714285714285,11.69047619047619,10.88095238095238,3.976190476190476,7.380952380952381,2.0
2015,201595,Misaki Doi,2.3125,2.1875,73.3125,47.1875,29.25,11.75,10.5,5.0,9.125,54.0
2015,201596,Johanna Larsson,1.375,2.9166666666666665,59.458333333333336,41.625,24.875,9.791666666666666,9.583333333333334,3.4166666666666665,6.833333333333333,46.0
2015,201597,Kurumi Nara,0.32,2.36,79.4,58.36,33.64,10.72,11.68,4.64,9.04,39.0
2015,201599,Andrea Hlavackova,2.0,2.8,65.0,44.8,28.0,9.2,10.2,3.2,6.8,134.0
2015,201603,Shelby Rogers,1.6363636363636365,3.5454545454545454,55.90909090909091,34.63636363636363,20.363636363636363,11.0,9.181818181818182,3.5454545454545454,7.545454545454546,72.0
2015,201604,Irina Falconi,1.05,5.1,66.75,42.35,25.95,12.0,10.2,4.6,8.7,64.0
2015,201605,Mandy Minella,1.0,1.5,86.5,65.5,34.5,10.75,14.0,4.5,10.5,162.0
2015,201610,Zarina Diyas,0.9666666666666668,3.433333333333333,72.43333333333334,51.36666666666667,29.0,9.766666666666667,10.7,4.9,9.9,31.0
2015,201611,Daria Saville,2.3461538461538463,4.884615384615385,74.92307692307692,50.57692307692308,31.53846153846154,12.0,11.307692307692308,5.384615384615385,9.653846153846152,35.0
2015,201612,Junri Namigata,0.0,6.0,62.0,37.0,22.0,11.0,11.0,4.0,10.0,167.0
2015,201613,Arina Rodionova,2.5,3.0,54.5,36.5,20.0,8.0,7.5,4.5,8.0,232.0
2015,201614,Caroline Garcia,4.2682926829268295,3.951219512195122,69.8780487804878,46.02439024390244,30.4390243902439,12.804878048780488,10.829268292682928,4.560975609756097,7.682926829268292,25.0
2015,201615,Lesia Tsurenko,1.6153846153846154,4.038461538461538,66.0,45.92307692307692,28.307692307692307,10.576923076923077,10.192307692307692,4.6923076923076925,8.23076923076923,33.0
2015,201616,Lauren Davis,1.1428571428571428,4.857142857142857,63.85714285714285,41.38095238095238,26.047619047619047,10.904761904761903,10.285714285714286,3.761904761904762,8.142857142857142,52.0
2015,201619,Madison Keys,6.75,2.2142857142857144,66.21428571428571,41.60714285714285,28.642857142857142,12.642857142857142,10.392857142857142,4.5,7.285714285714286,16.0
2015,201620,Monica Puig,4.344827586206897,3.9655172413793114,73.03448275862068,44.55172413793103,29.13793103448276,15.0,11.06896551724138,4.0344827586206895,7.413793103448276,47.0
2015,201621,Mona Barthel,3.40625,3.6875,71.625,42.84375,27.3125,14.53125,11.4375,4.21875,8.3125,38.0
2015,201631,Nicha Lertpitaksinchai,0.0,0.0,39.0,28.0,14.0,6.0,7.0,2.0,6.0,352.0
2015,201638,Estrella Cabeza Candela,3.0,4.0,97.0,72.0,44.0,13.0,16.0,10.0,17.0,214.0
2015,201640,Maria Teresa Torro Flor,0.7272727272727273,6.2727272727272725,78.45454545454545,55.09090909090909,32.36363636363637,9.545454545454543,11.454545454545457,6.090909090909091,11.363636363636363,82.0
2015,201648,Naomi Broady,11.2,3.6,69.8,44.4,34.8,11.8,12.2,1.4,3.8,116.0
2015,201657,Nastja Kolar,2.0,1.0,54.0,26.0,16.0,13.0,8.0,4.0,8.0,221.0
2015,201662,Karolina Pliskova,6.714285714285714,3.2857142857142856,71.06122448979592,43.48979591836735,31.020408163265305,13.510204081632653,11.244897959183673,4.816326530612245,7.673469387755102,7.0
2015,201666,Cagla Buyukakcay,1.125,1.625,75.125,53.375,30.75,10.125,11.25,4.0,8.875,108.0
2015,201668,Alexandra Panova,3.125,2.25,68.75,46.25,30.5,11.375,10.625,3.25,6.25,119.0
2015,201672,Nigina Abduraimova,4.5,6.0,56.5,37.0,23.0,8.5,10.5,5.5,10.5,152.0
2015,201693,Timea Babos,3.0476190476190474,3.238095238095238,72.28571428571429,49.04761904761905,31.285714285714285,10.952380952380953,11.476190476190476,3.952380952380953,8.19047619047619,70.0
2015,201696,Laura Siegemund,0.5714285714285714,2.4285714285714284,68.14285714285714,48.85714285714285,27.714285714285715,9.428571428571429,10.285714285714286,4.857142857142857,9.571428571428571,90.0
2015,201697,Kristyna Pliskova,8.0,11.0,93.0,60.0,40.0,11.0,15.0,12.0,20.0,110.0
2015,201703,Yi Fan Xu,1.0,3.0,74.0,51.5,28.5,11.5,10.5,5.0,9.5,148.0
2015,201709,Yulia Putintseva,0.7894736842105263,2.5789473684210527,64.89473684210526,41.578947368421055,24.105263157894736,12.36842105263158,10.36842105263158,4.315789473684211,8.31578947368421,70.0
2015,202302,Maria Fernanda Alves,0.0,2.0,53.0,33.0,19.0,9.0,8.0,7.0,11.0,611.0
2015,202395,Maria Irigoyen,0.0,1.25,61.5,43.0,21.5,9.75,10.5,3.75,9.0,147.0
2015,202418,Lara Arruabarrena,0.9130434782608696,2.0434782608695654,61.47826086956522,44.08695652173913,26.869565217391305,9.0,9.434782608695652,3.8260869565217392,7.043478260869565,72.0
2015,202420,An Sophie Mestach,1.3333333333333333,3.0,57.333333333333336,37.0,23.5,9.666666666666666,9.333333333333334,3.6666666666666665,7.333333333333333,98.0
2015,202421,Alison Van Uytvanck,4.380952380952381,2.2857142857142856,70.23809523809524,41.90476190476191,27.285714285714285,13.428571428571429,10.904761904761903,5.285714285714286,8.904761904761905,41.0
2015,202427,Johanna Konta,3.4166666666666665,2.5,72.16666666666667,50.083333333333336,34.583333333333336,12.083333333333334,11.583333333333334,4.0,6.5,46.0
2015,202428,Kiki Bertens,1.625,5.4375,65.25,42.6875,25.3125,11.625,10.125,5.0625,9.4375,67.0
2015,202429,Camila Giorgi,3.3225806451612905,10.35483870967742,73.19354838709677,44.87096774193548,30.387096774193548,15.806451612903226,11.96774193548387,5.193548387096774,9.129032258064516,30.0
2015,202430,Alize Lim,1.2,1.8,69.8,50.0,27.2,7.0,11.2,4.2,10.4,154.0
2015,202434,Aleksandra Krunic,2.0625,2.6875,58.6875,33.8125,19.3125,12.3125,9.4375,3.6875,8.125,62.0
2015,202436,Reka Luca Jani,0.0,3.0,36.0,26.0,10.0,4.0,7.0,2.0,7.0,199.0
2015,202440,Paula Ormaechea,1.3333333333333333,2.0,83.0,58.0,28.666666666666668,13.0,11.333333333333334,5.333333333333333,11.333333333333334,119.0
2015,202446,Eugenie Bouchard,1.625,3.75,68.91666666666667,41.583333333333336,26.041666666666668,13.083333333333334,10.875,4.333333333333333,8.541666666666666,6.0
2015,202450,Jana Cepelova,0.25,2.625,69.0,50.875,27.25,8.5,10.5,3.75,8.875,56.0
2015,202453,Saisai Zheng,0.8461538461538461,2.076923076923077,57.38461538461539,39.23076923076923,20.76923076923077,8.0,9.0,3.4615384615384617,8.384615384615385,61.0
2015,202460,Ons Jabeur,2.0,2.75,57.25,26.5,18.25,13.0,9.25,4.25,7.75,118.0
2015,202464,Yuliana Lizarazo,0.0,2.0,51.0,28.0,16.0,13.0,8.0,4.0,7.0,335.0
2015,202467,Elitsa Kostova,0.0,1.0,63.0,42.5,21.0,12.5,11.0,2.5,8.0,176.0
2015,202468,Jessica Pegula,1.5,4.0,85.0,56.0,36.0,12.0,12.5,6.0,10.5,150.0
2015,202469,Garbine Muguruza,3.4838709677419355,3.967741935483871,68.6774193548387,40.41935483870968,28.0,14.516129032258064,11.0,4.193548387096774,7.064516129032258,3.0
2015,202470,Annika Beck,0.72,3.36,64.2,50.32,27.84,6.96,10.0,4.68,9.08,41.0
2015,202477,Dinah Pfizenmaier,1.6666666666666667,6.833333333333333,72.16666666666667,48.16666666666666,30.83333333333333,11.166666666666666,11.833333333333334,3.8333333333333335,8.5,133.0
2015,202479,Grace Min,0.5,1.0,58.5,41.333333333333336,20.166666666666668,7.833333333333333,9.5,3.333333333333333,8.833333333333334,97.0
2015,202480,Richel Hogenkamp,0.6,3.2,57.2,33.8,19.8,10.8,9.0,4.4,8.8,115.0
2015,202482,Barbara Haas,0.0,8.0,137.0,101.0,52.0,16.0,16.0,21.0,31.0,227.0
2015,202484,Nicole Gibbs,1.1,5.0,66.9,38.6,23.1,14.5,10.5,5.8,10.4,84.0
2015,202487,Nastassja Burnett,1.0,5.0,60.0,40.0,27.0,13.0,11.0,5.0,8.0,234.0
2015,202488,Valentyna Ivakhnenko,0.0,3.0,41.0,28.0,12.0,8.0,7.0,5.0,10.0,251.0
2015,202489,Carina Witthoeft,2.727272727272727,4.863636363636363,69.0909090909091,43.81818181818182,27.13636363636364,12.727272727272728,10.954545454545457,5.136363636363637,9.363636363636363,49.0
2015,202490,Rebecca Peterson,0.8,4.8,70.6,49.6,28.6,10.2,11.4,4.6,10.0,129.0
2015,202492,Qiang Wang,2.125,2.375,69.75,45.625,26.5,10.625,11.375,4.25,9.125,82.0
2015,202494,Elina Svitolina,2.619047619047619,2.5,68.38095238095238,43.833333333333336,27.261904761904763,11.785714285714286,10.714285714285714,3.3095238095238093,7.309523809523809,15.0
2015,202496,Samantha Crawford,2.0,0.0,54.0,29.0,15.0,10.0,9.0,3.0,8.0,141.0
2015,202498,Julia Glushko,0.625,1.625,62.5,43.25,25.5,9.375,9.375,4.375,8.0,116.0
2015,202499,Donna Vekic,4.076923076923077,5.6923076923076925,60.38461538461539,35.0,22.923076923076923,11.076923076923077,9.846153846153848,3.923076923076923,8.076923076923077,81.0
2015,202500,Maria Sanchez,8.0,4.0,62.0,41.0,26.0,11.0,10.0,4.0,8.0,152.0
2015,202503,Luksika Kumkhum,1.6666666666666667,5.0,79.33333333333333,56.333333333333336,31.0,10.333333333333334,9.333333333333334,9.333333333333334,13.666666666666666,115.0
2015,202504,Ying Ying Duan,4.0,4.0,54.0,33.0,23.0,9.0,8.6,4.2,7.0,100.0
2015,202505,Belinda Bencic,1.934782608695652,3.0434782608695654,66.97826086956522,44.5,29.130434782608692,11.5,10.391304347826088,4.065217391304348,7.195652173913044,12.0
2015,202506,Margarita Gasparyan,4.142857142857143,5.0,72.0,43.57142857142857,29.142857142857142,14.428571428571429,11.428571428571429,4.285714285714286,7.857142857142857,58.0
2015,202536,Ana Bogdan,0.6,1.2,61.2,46.0,24.8,7.2,9.4,4.4,9.0,146.0
2015,202594,Elena Bogdan,0.0,3.0,54.0,36.5,21.0,8.0,9.0,3.0,7.0,349.0
